Sample number,Protein,concentration (mg/ml),Spinning device,Extrusion device,Number of baths,Temperature SB,Spinning Buffer,SB pH,SB conc. (mM),NaCl (mM),Capillery type,Capillery size (um),Reeling speed (rpm),Flow rate (ul/min),pumppressure (bar),Temp C (spinning),Humidity (spinning),Continous spinning,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,Diameter (µm),Strain (mm/mm),Strength (MPa),Youngs Modulus (GPa),Toughness Modulus (MJ m-3)
14,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,12.57,0.18795,89.12263426038238,3.5,15.47767029546355
14,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,12.6,0.14575,87.11104611600577,3.2,11.564629327781066
14,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,12.24,0.22117,83.86246462056285,2.0,16.75875159565773
14,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,12.42,0.06041,89.04556481904712,1.6,3.495216531430704
14,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,10.83,0.0803099999999999,98.5545934422364,3.8,6.572495169246081
14,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,9.14,0.4809,152.39838904355724,5.4,73.35716003461432
14,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,12.73,1.31913,91.86740158063684,2.4,111.18740828562213
14,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,8.87,0.05048,169.0559115180225,4.2,5.517548949076179
14,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,11.97,0.1239,105.91654943590588,2.9,10.6496376932389
15,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,10.12,0.880088293197049,117.68847765822916,3.1,82.00166130525142
15,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,13.74,0.05534,107.01910341260012,3.5,4.076044194993214
15,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,12.3,0.0570453047940418,106.86745793450004,3.0,3.833959071861875
15,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,13.17,0.1577770833834098,70.71189314957441,1.5,9.481166329736205
15,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,10.95,0.2387196987526476,98.7388891239436,2.4,22.02511573811614
15,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,11.67,0.054973385744954,124.5380251361354,4.0,4.602975006489142
15,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,12.94,0.3542311129442497,79.63864564957059,2.7,27.39343745425693
15,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,24.11,0.0836383277922126,82.16449323184287,1.4,3.9297366310955866
15,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,12.65,0.0579041573634971,103.79421557012418,2.5,3.734028759562428
15,Rep2,292.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,100.0,100.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,13.65,0.1449977613054077,78.36112964244933,2.5,10.122691164872457
16,Rep2,292.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,13.59,0.0587875680366017,132.94021955780678,4.1,4.77745350972809
16,Rep2,292.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,13.46,0.0585128235225071,137.05212990169707,3.0,4.9559920732694
16,Rep2,292.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,12.76,0.0610453108940184,150.08917499181604,3.4,5.434037134565715
16,Rep2,292.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,13.1,0.0605491301199632,142.73548749795472,4.3,5.649282618611317
16,Rep2,292.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,13.23,0.0620593890194402,136.050189129197,3.6,5.146950139656817
16,Rep2,292.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,11.81,0.049533782392564,124.02136282882384,4.0,3.947187121135025
16,Rep2,292.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,11.51,0.8377252515796866,66.78928301067512,2.4,52.131160467381015
16,Rep2,292.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,13.87,0.057656534473205,124.44677589912784,4.0,4.626280813452331
16,Rep2,292.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,11.71,0.0705830993461588,100.90483816169966,2.8,4.849684060384108
16,Rep2,292.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,100.0,50.0,17.0,,21.7,0.1,yes,-10.294549220962397,2.398256605534386,-0.7720577861545872,-7.699515211657173,-4.769029754043395,2.5298140651018723,7.901531130789919,3.876928115274176,4.176247822657276,-11.084178360607895,8.788190449498295,6.628117363181361,-3.735174844108613,2.2225814069177376,1.961253840664852,11.29,0.0712466942595633,138.79063309587218,3.6,6.208898006638799
17,Rep5,570.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,65.0,100.0,17.0,,21.6,0.1,no,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,17.72,0.0406656422173082,68.12429908869976,2.2,1.5514911159676492
17,Rep5,570.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,65.0,100.0,17.0,,21.6,0.1,no,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,20.82,0.0525782212857313,76.95268338556406,2.2,2.379473368594226
17,Rep5,570.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,65.0,100.0,17.0,,21.6,0.1,no,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,17.85,0.0605132788802571,102.46061289227356,2.2,3.5259859749752334
17,Rep5,570.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,65.0,100.0,17.0,,21.6,0.1,no,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,17.29,0.0289542262627066,70.57894125790446,3.0,1.1412725649440247
17,Rep5,570.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,65.0,100.0,17.0,,21.6,0.1,no,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,19.1,0.0568039203968206,80.39338003137969,2.4,2.8259837862892487
17,Rep5,570.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,65.0,100.0,17.0,,21.6,0.1,no,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,17.73,0.0467046087717901,111.0381011429175,3.4,3.0498486102713
17,Rep5,570.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,65.0,100.0,17.0,,21.6,0.1,no,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,16.01,0.0481933369025143,105.4327569386666,2.3,2.685366452423913
17,Rep5,570.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,65.0,100.0,17.0,,21.6,0.1,no,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,15.57,0.0500475164425709,111.8316808568554,2.1,2.863027578624333
17,Rep5,570.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,65.0,100.0,17.0,,21.6,0.1,no,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,26.21,0.0425506790001968,76.28369328666612,2.6,1.881915471819137
17,Rep5,570.0,Hulk,Syringe pump,1,22.0,Succinate (K),5.0,500.0,0.0,Glass,65.0,100.0,17.0,,21.6,0.1,no,-14.98535711971441,-9.414926272617633,-0.0200920680471098,9.91863174944586,-5.281536514007199,-3.593905460900058,-2.048338424271335,-0.8065457394857416,7.20358432022035,0.3235447505598098,4.961797586489877,-3.4972259888317616,-1.8646947473886144,6.448107707624354,-6.5257718356372525,16.5,0.0569929794115327,114.86547505971885,3.4,3.940871642189014
18,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,22.0,0.1,yes,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,13.71,0.0296618456466468,57.84212731088194,2.2,0.9389058629960176
18,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,22.0,0.1,yes,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,13.63,0.0355576349494122,59.89363109103463,1.8,1.1731853069250355
18,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,22.0,0.1,yes,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,13.44,0.0345450912861886,69.99026682888154,2.4,1.360503771221711
18,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,22.0,0.1,yes,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,10.04,0.028160521893842,98.71453918219456,3.6,1.5828716138709382
18,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,22.0,0.1,yes,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,13.018,0.0561814830999563,69.84674896519516,2.4,2.8428225373429683
18,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,22.0,0.1,yes,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,10.46,0.0401312593561946,80.79140117597818,2.5,1.911045961931532
18,4A 2rep,419.0,Hulk,Syringe pump,1,22.0,Acetate (Na),5.0,750.0,0.0,Glass,65.0,50.0,17.0,,22.0,0.1,yes,9.438154781976792,0.1960060768679301,-2.1179498324523744,-4.918431087805335,1.826712799482341,1.2480897124884698,0.9018626771669116,-0.0048535309946611,-0.225314387813112,1.4390371788588223,-1.0535912099061868,5.3482828975801215,1.0836899000725675,1.3491917981759418,0.3280553979220686,11.92,0.0305305885763989,85.1268540713941,2.6,1.2296068361906665
